Time,Ambient (deg C)
2018-04-07 11:59:53.992296,8.3
2018-04-07 12:09:53.989987,8.5
2018-04-07 12:19:53.987678,8.3
2018-04-07 12:29:53.985368,8.3
2018-04-07 12:39:53.983059,8.5
2018-04-07 12:49:53.980750,8.5
2018-04-07 12:59:53.978440,8.5
2018-04-07 13:09:53.976131,8.6
2018-04-07 13:19:53.973822,8.5
2018-04-07 13:29:53.971512,8.5
2018-04-07 13:39:53.969203,8.6
2018-04-07 13:49:53.966894,8.6
2018-04-07 13:59:53.964585,8.6
2018-04-07 14:09:53.962275,8.6
2018-04-07 14:19:53.959966,8.6
2018-04-07 14:29:53.957657,8.6
2018-04-07 14:39:53.955347,8.6
2018-04-07 14:49:53.953038,8.6
2018-04-07 14:59:53.950729,8.6
2018-04-07 15:09:53.948419,8.6
2018-04-07 15:19:53.946110,8.6
2018-04-07 15:29:53.943801,8.6
2018-04-07 15:39:53.941492,8.6
2018-04-07 15:49:53.939182,8.6
2018-04-07 15:59:53.936873,8.8
2018-04-07 16:09:53.934564,8.6
2018-04-07 16:19:53.932254,8.6
2018-04-07 16:29:53.929945,8.6
2018-04-07 16:39:53.927636,8.8
2018-04-07 16:49:53.925326,8.8
2018-04-07 16:59:53.923017,8.8
2018-04-07 17:09:53.920708,8.8
2018-04-07 17:19:53.918399,8.8
2018-04-07 17:29:53.916089,8.8
2018-04-07 17:39:53.913780,8.8
2018-04-07 17:49:53.911471,8.8
2018-04-07 17:59:53.909161,8.8
2018-04-07 18:09:53.906852,8.8
2018-04-07 18:19:53.904543,8.8
2018-04-07 18:29:53.902233,8.8
2018-04-07 18:39:53.899924,9.0
2018-04-07 18:49:53.897615,9.0
2018-04-07 18:59:53.895306,9.0
2018-04-07 19:09:53.892996,9.0
2018-04-07 19:19:53.890687,9.0
2018-04-07 19:29:53.888378,9.0
2018-04-07 19:39:53.886068,9.0
2018-04-07 19:49:53.883759,9.0
2018-04-07 19:59:53.881450,9.0
2018-04-07 20:09:53.879140,9.0
2018-04-07 20:19:53.876831,8.8
2018-04-07 20:29:53.874522,9.0
2018-04-07 20:39:53.872213,8.8
2018-04-07 20:49:53.869903,8.8
2018-04-07 20:59:53.867594,8.8
2018-04-07 21:09:53.865285,8.8
2018-04-07 21:19:53.862975,8.8
2018-04-07 21:29:53.860666,8.8
2018-04-07 21:39:53.858357,8.8
2018-04-07 21:49:53.856047,8.6
2018-04-07 21:59:53.853738,8.6
2018-04-07 22:09:53.851429,8.6
2018-04-07 22:19:53.849120,8.6
2018-04-07 22:29:53.846810,8.6
2018-04-07 22:39:53.844501,8.6
2018-04-07 22:49:53.842192,8.6
2018-04-07 22:59:53.839882,8.5
2018-04-07 23:09:53.837573,8.5
2018-04-07 23:19:53.835264,8.5
2018-04-07 23:29:53.832954,8.3
2018-04-07 23:39:53.830645,8.3
2018-04-07 23:49:53.828336,8.3
2018-04-07 23:59:53.826027,8.1
2018-04-08 00:09:53.823717,8.1
2018-04-08 00:19:53.821408,8.1
2018-04-08 00:29:53.819099,8.1
2018-04-08 00:39:53.816789,8.1
2018-04-08 00:49:53.814480,8.0
2018-04-08 00:59:53.812171,8.0
2018-04-08 01:09:53.809861,7.9
2018-04-08 01:19:53.807552,7.9
2018-04-08 01:29:53.805243,7.9
2018-04-08 01:39:53.802933,7.9
2018-04-08 01:49:53.800624,7.8
2018-04-08 01:59:53.798315,7.8
2018-04-08 02:09:53.796006,7.8
2018-04-08 02:19:53.793696,7.6
2018-04-08 02:29:53.791387,7.8
2018-04-08 02:39:53.789078,7.6
2018-04-08 02:49:53.786768,7.6
2018-04-08 02:59:53.784459,7.5
2018-04-08 03:09:53.782150,7.5
2018-04-08 03:19:53.779840,7.6
2018-04-08 03:29:53.777531,7.5
2018-04-08 03:39:53.775222,7.5
2018-04-08 03:49:53.772913,7.6
2018-04-08 03:59:53.770603,7.5
2018-04-08 04:09:53.768294,7.5
2018-04-08 04:19:53.765985,7.5
2018-04-08 04:29:53.763675,7.5
2018-04-08 04:39:53.761366,7.5
2018-04-08 04:49:53.759057,7.6
2018-04-08 04:59:53.756747,7.5
2018-04-08 05:09:53.754438,7.6
2018-04-08 05:19:53.752129,7.6
2018-04-08 05:29:53.749820,7.6
2018-04-08 05:39:53.747510,7.6
2018-04-08 05:49:53.745201,7.8
2018-04-08 05:59:53.742892,7.8
2018-04-08 06:09:53.740582,7.8
2018-04-08 06:19:53.738273,7.8
2018-04-08 06:29:53.735964,7.9
2018-04-08 06:39:53.733654,7.8
2018-04-08 06:49:53.731345,7.9
2018-04-08 06:59:53.729036,7.9
2018-04-08 07:09:53.726727,7.9
2018-04-08 07:19:53.724417,8.0
2018-04-08 07:29:53.722108,8.0
2018-04-08 07:39:53.719799,8.1
2018-04-08 07:49:53.717489,8.1
2018-04-08 07:59:53.715180,8.1
2018-04-08 08:09:53.712871,8.1
2018-04-08 08:19:53.710561,8.3
2018-04-08 08:29:53.708252,8.3
2018-04-08 08:39:53.705943,8.3
2018-04-08 08:49:53.703634,8.3
2018-04-08 08:59:53.701324,8.3
2018-04-08 09:09:53.699015,8.5
2018-04-08 09:19:53.696706,8.5
2018-04-08 09:29:53.694396,8.6
2018-04-08 09:39:53.692087,8.6
2018-04-08 09:49:53.689778,8.6
2018-04-08 09:59:53.687468,8.8
2018-04-08 10:09:53.685159,8.8
2018-04-08 10:19:53.682850,8.8
2018-04-08 10:29:53.680541,8.8
2018-04-08 10:39:53.678231,8.8
2018-04-08 10:49:53.675922,8.8
2018-04-08 10:59:53.673613,9.0
2018-04-08 11:09:53.671303,9.0
2018-04-08 11:19:53.668994,9.0
2018-04-08 11:29:53.666685,9.0
2018-04-08 11:39:53.664375,9.1
2018-04-08 11:49:53.662066,9.1
2018-04-08 11:59:53.659757,9.1
2018-04-08 12:09:53.657448,9.1
2018-04-08 12:19:53.655138,9.1
2018-04-08 12:29:53.652829,9.1
2018-04-08 12:39:53.650520,9.1
2018-04-08 12:49:53.648210,9.1
2018-04-08 12:59:53.645901,9.3
2018-04-08 13:09:53.643592,9.3
2018-04-08 13:19:53.641282,9.3
2018-04-08 13:29:53.638973,9.3
2018-04-08 13:39:53.636664,9.3
2018-04-08 13:49:53.634355,9.3
2018-04-08 13:59:53.632045,9.3
2018-04-08 14:09:53.629736,9.3
2018-04-08 14:19:53.627427,9.3
2018-04-08 14:29:53.625117,9.3
2018-04-08 14:39:53.622808,9.3
2018-04-08 14:49:53.620499,9.3
2018-04-08 14:59:53.618189,9.3
2018-04-08 15:09:53.615880,9.3
2018-04-08 15:19:53.613571,9.3
2018-04-08 15:29:53.611262,9.3
2018-04-08 15:39:53.608952,9.3
2018-04-08 15:49:53.606643,9.3
2018-04-08 15:59:53.604334,9.3
2018-04-08 16:09:53.602024,9.3
2018-04-08 16:19:53.599715,9.3
2018-04-08 16:29:53.597406,9.3
2018-04-08 16:39:53.595096,9.3
2018-04-08 16:49:53.592787,9.3
2018-04-08 16:59:53.590478,9.3
2018-04-08 17:09:53.588169,9.3
2018-04-08 17:19:53.585859,9.3
2018-04-08 17:29:53.583550,9.3
2018-04-08 17:39:53.581241,9.1
2018-04-08 17:49:53.578931,9.1
2018-04-08 17:59:53.576622,9.1
2018-04-08 18:09:53.574313,9.1
2018-04-08 18:19:53.572003,9.1
2018-04-08 18:29:53.569694,9.1
2018-04-08 18:39:53.567385,9.1
2018-04-08 18:49:53.565076,9.1
2018-04-08 18:59:53.562766,9.1
2018-04-08 19:09:53.560457,9.0
2018-04-08 19:19:53.558148,9.0
2018-04-08 19:29:53.555838,9.0
2018-04-08 19:39:53.553529,8.8
2018-04-08 19:49:53.551220,8.8
2018-04-08 19:59:53.548910,8.8
2018-04-08 20:09:53.546601,8.8
2018-04-08 20:19:53.544292,8.8
2018-04-08 20:29:53.541983,8.8
2018-04-08 20:39:53.539673,8.6
2018-04-08 20:49:53.537364,8.6
2018-04-08 20:59:53.535055,8.8
2018-04-08 21:09:53.532745,8.6
2018-04-08 21:19:53.530436,8.6
2018-04-08 21:29:53.528127,8.6
2018-04-08 21:39:53.525817,8.6
2018-04-08 21:49:53.523508,8.5
2018-04-08 21:59:53.521199,8.5
2018-04-08 22:09:53.518890,8.5
2018-04-08 22:19:53.516580,8.5
2018-04-08 22:29:53.514271,8.5
2018-04-08 22:39:53.511962,8.3
2018-04-08 22:49:53.509652,8.3
2018-04-08 22:59:53.507343,8.3
2018-04-08 23:09:53.505034,8.3
2018-04-08 23:19:53.502724,8.3
2018-04-08 23:29:53.500415,8.1
2018-04-08 23:39:53.498106,8.1
2018-04-08 23:49:53.495797,8.1
2018-04-08 23:59:53.493487,8.1
2018-04-09 00:09:53.491178,8.1
2018-04-09 00:19:53.488869,8.1
2018-04-09 00:29:53.486559,8.1
2018-04-09 00:39:53.484250,8.1
2018-04-09 00:49:53.481941,8.1
2018-04-09 00:59:53.479631,8.0
2018-04-09 01:09:53.477322,8.1
2018-04-09 01:19:53.475013,8.0
2018-04-09 01:29:53.472704,8.0
2018-04-09 01:39:53.470394,8.0
2018-04-09 01:49:53.468085,8.0
2018-04-09 01:59:53.465776,8.0
2018-04-09 02:09:53.463466,8.0
2018-04-09 02:19:53.461157,8.0
2018-04-09 02:29:53.458848,8.0
2018-04-09 02:39:53.456538,8.0
2018-04-09 02:49:53.454229,8.1
2018-04-09 02:59:53.451920,8.0
2018-04-09 03:09:53.449610,8.0
2018-04-09 03:19:53.447301,8.1
2018-04-09 03:29:53.444992,8.1
2018-04-09 03:39:53.442683,8.1
2018-04-09 03:49:53.440373,8.1
2018-04-09 03:59:53.438064,8.1
2018-04-09 04:09:53.435755,8.1
2018-04-09 04:19:53.433445,8.1
2018-04-09 04:29:53.431136,8.1
2018-04-09 04:39:53.428827,8.1
2018-04-09 04:49:53.426517,8.1
2018-04-09 04:59:53.424208,8.3
2018-04-09 05:09:53.421899,8.3
2018-04-09 05:19:53.419590,8.3
2018-04-09 05:29:53.417280,8.3
2018-04-09 05:39:53.414971,8.3
2018-04-09 05:49:53.412662,8.3
2018-04-09 05:59:53.410352,8.3
2018-04-09 06:09:53.408043,8.5
2018-04-09 06:19:53.405734,8.5
2018-04-09 06:29:53.403424,8.5
2018-04-09 06:39:53.401115,8.6
2018-04-09 06:49:53.398806,8.6
2018-04-09 06:59:53.396497,8.6
2018-04-09 07:09:53.394187,8.6
2018-04-09 07:19:53.391878,8.6
2018-04-09 07:29:53.389569,8.6
2018-04-09 07:39:53.387259,8.6
2018-04-09 07:49:53.384950,8.8
2018-04-09 07:59:53.382641,8.8
2018-04-09 08:09:53.380331,8.8
2018-04-09 08:19:53.378022,8.8
2018-04-09 08:29:53.375713,8.8
2018-04-09 08:39:53.373404,8.8
2018-04-09 08:49:53.371094,8.8
2018-04-09 08:59:53.368785,8.8
2018-04-09 09:09:53.366476,8.8
2018-04-09 09:19:53.364166,8.8
2018-04-09 09:29:53.361857,8.8
2018-04-09 09:39:53.359548,8.8
2018-04-09 09:49:53.357238,8.8
2018-04-09 09:59:53.354929,8.8
2018-04-09 10:09:53.352620,8.8
2018-04-09 10:19:53.350311,8.8
2018-04-09 10:29:53.348001,8.8
2018-04-09 10:39:53.345692,8.8
2018-04-09 10:49:53.343383,8.8
2018-04-09 10:59:53.341073,8.8
2018-04-09 11:09:53.338764,8.8
2018-04-09 11:19:53.336455,8.8
2018-04-09 11:29:53.334145,8.8
2018-04-09 11:39:53.331836,8.8
2018-04-09 11:49:53.329527,8.8
2018-04-09 11:59:53.327218,8.6
2018-04-09 12:09:53.324908,8.6
2018-04-09 12:19:53.322599,8.6
2018-04-09 12:29:53.320290,8.6
2018-04-09 12:39:53.317980,8.6
2018-04-09 12:49:53.315671,8.6
2018-04-09 12:59:53.313362,8.6
2018-04-09 13:09:53.311052,8.5
2018-04-09 13:19:53.308743,8.5
2018-04-09 13:29:53.306434,8.3
2018-04-09 13:39:53.304125,8.3
2018-04-09 13:49:53.301815,8.3
2018-04-09 13:59:53.299506,8.3
2018-04-09 14:09:53.297197,8.3
2018-04-09 14:19:53.294887,8.1
2018-04-09 14:29:53.292578,8.1
2018-04-09 14:39:53.290269,8.1
2018-04-09 14:49:53.287959,8.1
2018-04-09 14:59:53.285650,8.1
2018-04-09 15:09:53.283341,8.0
2018-04-09 15:19:53.281032,7.9
2018-04-09 15:29:53.278722,7.9
2018-04-09 15:39:53.276413,7.9
2018-04-09 15:49:53.274104,7.8
2018-04-09 15:59:53.271794,7.8
2018-04-09 16:09:53.269485,7.6
2018-04-09 16:19:53.267176,7.6
2018-04-09 16:29:53.264866,7.6
2018-04-09 16:39:53.262557,7.5
2018-04-09 16:49:53.260248,7.5
2018-04-09 16:59:53.257939,7.5
2018-04-09 17:09:53.255629,7.5
2018-04-09 17:19:53.253320,7.5
2018-04-09 17:29:53.251011,7.4
2018-04-09 17:39:53.248701,7.3
2018-04-09 17:49:53.246392,7.3
2018-04-09 17:59:53.244083,7.3
2018-04-09 18:09:53.241773,7.3
2018-04-09 18:19:53.239464,7.3
2018-04-09 18:29:53.237155,7.1
2018-04-09 18:39:53.234846,7.1
2018-04-09 18:49:53.232536,7.1
2018-04-09 18:59:53.230227,7.0
2018-04-09 19:09:53.227918,7.0
2018-04-09 19:19:53.225608,7.0
2018-04-09 19:29:53.223299,7.0
2018-04-09 19:39:53.220990,7.0
2018-04-09 19:49:53.218680,7.0
2018-04-09 19:59:53.216371,7.0
2018-04-09 20:09:53.214062,6.9
2018-04-09 20:19:53.211753,7.0
2018-04-09 20:29:53.209443,6.9
2018-04-09 20:39:53.207134,6.9
2018-04-09 20:49:53.204825,6.8
2018-04-09 20:59:53.202515,6.8
2018-04-09 21:09:53.200206,6.8
2018-04-09 21:19:53.197897,6.8
2018-04-09 21:29:53.195587,6.8
2018-04-09 21:39:53.193278,6.8
2018-04-09 21:49:53.190969,6.6
2018-04-09 21:59:53.188660,6.6
2018-04-09 22:09:53.186350,6.6
2018-04-09 22:19:53.184041,6.6
2018-04-09 22:29:53.181732,6.5
2018-04-09 22:39:53.179422,6.5
2018-04-09 22:49:53.177113,6.5
2018-04-09 22:59:53.174804,6.5
2018-04-09 23:09:53.172494,6.5
2018-04-09 23:19:53.170185,6.5
2018-04-09 23:29:53.167876,6.5
2018-04-09 23:39:53.165567,6.5
2018-04-09 23:49:53.163257,6.5
2018-04-09 23:59:53.160948,6.5
2018-04-10 00:09:53.158639,6.5
2018-04-10 00:19:53.156329,6.5
2018-04-10 00:29:53.154020,6.5
2018-04-10 00:39:53.151711,6.4
2018-04-10 00:49:53.149401,6.5
2018-04-10 00:59:53.147092,6.4
2018-04-10 01:09:53.144783,6.5
2018-04-10 01:19:53.142474,6.5
2018-04-10 01:29:53.140164,6.4
2018-04-10 01:39:53.137855,6.4
2018-04-10 01:49:53.135546,6.4
2018-04-10 01:59:53.133236,6.4
2018-04-10 02:09:53.130927,6.4
2018-04-10 02:19:53.128618,6.3
2018-04-10 02:29:53.126308,6.3
2018-04-10 02:39:53.123999,6.3
2018-04-10 02:49:53.121690,6.3
2018-04-10 02:59:53.119381,6.4
2018-04-10 03:09:53.117071,6.3
2018-04-10 03:19:53.114762,6.3
2018-04-10 03:29:53.112453,6.3
2018-04-10 03:39:53.110143,6.3
2018-04-10 03:49:53.107834,6.3
2018-04-10 03:59:53.105525,6.3
2018-04-10 04:09:53.103215,6.3
2018-04-10 04:19:53.100906,6.3
2018-04-10 04:29:53.098597,6.3
2018-04-10 04:39:53.096288,6.3
2018-04-10 04:49:53.093978,6.3
2018-04-10 04:59:53.091669,6.3
2018-04-10 05:09:53.089360,6.3
2018-04-10 05:19:53.087050,6.3
2018-04-10 05:29:53.084741,6.3
2018-04-10 05:39:53.082432,6.3
2018-04-10 05:49:53.080122,6.3
2018-04-10 05:59:53.077813,6.3
2018-04-10 06:09:53.075504,6.3
2018-04-10 06:19:53.073194,6.3
2018-04-10 06:29:53.070885,6.3
2018-04-10 06:39:53.068576,6.3
2018-04-10 06:49:53.066267,6.3
2018-04-10 06:59:53.063957,6.3
2018-04-10 07:09:53.061648,6.3
2018-04-10 07:19:53.059339,6.3
2018-04-10 07:29:53.057029,6.3
2018-04-10 07:39:53.054720,6.4
2018-04-10 07:49:53.052411,6.4
2018-04-10 07:59:53.050101,6.4
2018-04-10 08:09:53.047792,6.4
2018-04-10 08:19:53.045483,6.4
2018-04-10 08:29:53.043174,6.4
2018-04-10 08:39:53.040864,6.4
2018-04-10 08:49:53.038555,6.5
2018-04-10 08:59:53.036246,6.5
2018-04-10 09:09:53.033936,6.5
2018-04-10 09:19:53.031627,6.5
2018-04-10 09:29:53.029318,6.5
2018-04-10 09:39:53.027008,6.5
2018-04-10 09:49:53.024699,6.5
2018-04-10 09:59:53.022390,6.5
2018-04-10 10:09:53.020081,6.5
2018-04-10 10:19:53.017771,6.6
2018-04-10 10:29:53.015462,6.6
2018-04-10 10:39:53.013153,6.6
2018-04-10 10:49:53.010843,6.8
2018-04-10 10:59:53.008534,6.8
2018-04-10 11:09:53.006225,6.8
2018-04-10 11:19:53.003915,6.9
2018-04-10 11:29:53.001606,6.9
2018-04-10 11:39:52.999297,7.0
2018-04-10 11:49:52.996988,7.0
2018-04-10 11:59:52.994678,7.0
2018-04-10 12:09:52.992369,7.0
2018-04-10 12:19:52.990060,7.0
2018-04-10 12:29:52.987750,7.0
2018-04-10 12:39:52.985441,7.0
2018-04-10 12:49:52.983132,7.0
2018-04-10 12:59:52.980822,7.1
2018-04-10 13:09:52.978513,7.1
2018-04-10 13:19:52.976204,7.3
2018-04-10 13:29:52.973895,7.3
2018-04-10 13:39:52.971585,7.3
2018-04-10 13:49:52.969276,7.4
2018-04-10 13:59:52.966967,7.4
2018-04-10 14:09:52.964657,7.4
2018-04-10 14:19:52.962348,7.4
2018-04-10 14:29:52.960039,7.5
2018-04-10 14:39:52.957729,7.5
2018-04-10 14:49:52.955420,7.4
2018-04-10 14:59:52.953111,7.5
2018-04-10 15:09:52.950802,7.5
2018-04-10 15:19:52.948492,7.5
2018-04-10 15:29:52.946183,7.5
2018-04-10 15:39:52.943874,7.5
2018-04-10 15:49:52.941564,7.6
2018-04-10 15:59:52.939255,7.6
2018-04-10 16:09:52.936946,7.6
2018-04-10 16:19:52.934636,7.6
2018-04-10 16:29:52.932327,7.6
2018-04-10 16:39:52.930018,7.8
2018-04-10 16:49:52.927709,7.8
2018-04-10 16:59:52.925399,7.8
2018-04-10 17:09:52.923090,7.9
2018-04-10 17:19:52.920781,7.9
2018-04-10 17:29:52.918471,7.9
2018-04-10 17:39:52.916162,7.9
2018-04-10 17:49:52.913853,7.9
2018-04-10 17:59:52.911543,8.0
2018-04-10 18:09:52.909234,8.0
2018-04-10 18:19:52.906925,8.0
2018-04-10 18:29:52.904616,8.0
2018-04-10 18:39:52.902306,8.1
2018-04-10 18:49:52.899997,8.1
2018-04-10 18:59:52.897688,8.1
2018-04-10 19:09:52.895378,8.1
2018-04-10 19:19:52.893069,8.1
2018-04-10 19:29:52.890760,8.1
2018-04-10 19:39:52.888450,8.1
2018-04-10 19:49:52.886141,8.1
2018-04-10 19:59:52.883832,8.1
2018-04-10 20:09:52.881523,8.3
2018-04-10 20:19:52.879213,8.3
2018-04-10 20:29:52.876904,8.3
2018-04-10 20:39:52.874595,8.3
2018-04-10 20:49:52.872285,8.3
2018-04-10 20:59:52.869976,8.3
2018-04-10 21:09:52.867667,8.3
2018-04-10 21:19:52.865357,8.3
2018-04-10 21:29:52.863048,8.3
2018-04-10 21:39:52.860739,8.3
2018-04-10 21:49:52.858430,8.3
2018-04-10 21:59:52.856120,8.3
2018-04-10 22:09:52.853811,8.1
2018-04-10 22:19:52.851502,8.3
2018-04-10 22:29:52.849192,8.3
2018-04-10 22:39:52.846883,8.3
2018-04-10 22:49:52.844574,8.1
2018-04-10 22:59:52.842264,8.1
2018-04-10 23:09:52.839955,8.1
2018-04-10 23:19:52.837646,8.1
2018-04-10 23:29:52.835337,8.1
2018-04-10 23:39:52.833027,8.1
2018-04-10 23:49:52.830718,8.1
2018-04-10 23:59:52.828409,8.1
